event_id|programme_id|artiste_id|image_url|alt|credit|licence
E350|||https://www.theatredelaviolette.com/visuels/225-aff-%C3%A0%20l27%C3%A9cole_zo%C3%A9_page-0001.jpg|À l’école Zoé ! — Théâtre de la Violette|Théâtre de la Violette (theatredelaviolette.com)|Droits réservés — usage éditorial source lieu
E013|||https://www.lesabattoirs.org/wp-content/uploads/2021/08/activites-jp-1000x0-c-default.jpeg|Stage enfants vacances d’été — Les Abattoirs|Les Abattoirs (lesabattoirs.org)|Droits réservés — usage éditorial source lieu
E351|||https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg|La Bulle — Théâtre de la Violette|Théâtre de la Violette (theatredelaviolette.com)|Droits réservés — usage éditorial source lieu
E352|||https://www.theatredelaviolette.com/visuels/442-aff-affiche.PNG|Rita déménage — Théâtre de la Violette|Théâtre de la Violette (theatredelaviolette.com)|Droits réservés — usage éditorial source lieu
E609|||https://s3.eu-west-3.amazonaws.com/content-tmcsi-prod-secutix-jfrr5x67/images/catalog/product/large/2a60f6a6-cf16-40a0-b4cd-ae0add1379e3.png|Moutons — Centre culturel Renan|Centres culturels Toulouse / Secutix (centresculturels.toulouse.fr)|Droits réservés — usage éditorial source lieu
E353|||https://www.theatredelaviolette.com/visuels/443-aff-Affiche%20MMT%20Jeune%20public.png|Les murmures de la Terre — Théâtre de la Violette|Théâtre de la Violette (theatredelaviolette.com)|Droits réservés — usage éditorial source lieu
E636|||https://theatredepochetoulouse.fr/wp-content/uploads/2026/07/2026-09-12.png|L’Érable de la Fontaine — Théâtre de Poche|Théâtre de Poche (theatredepochetoulouse.fr)|Droits réservés — usage éditorial source lieu
E398|||https://theatrelefilaplomb.fr/wp-content/uploads/2026/07/1000151658.jpg|Le Pays des sons — Théâtre le Fil à Plomb|Théâtre Le Fil à plomb (theatrelefilaplomb.fr)|Droits réservés — usage éditorial source lieu
E354|||https://www.theatredelaviolette.com/visuels/394-aff-Affiche%20Originale%20%28A4%29.jpg|La Fée des Fleurs et le Jardin Magique — Théâtre de la Violette|Théâtre de la Violette (theatredelaviolette.com)|Droits réservés — usage éditorial source lieu
E569|||https://s3.eu-west-3.amazonaws.com/content-tmcsi-prod-secutix-jfrr5x67/images/catalog/product/large/bf4920c6-9546-41d8-9cf2-9f1e252f9e7d.jpg|Comme si nous… L’Assemblée des clairières — Théâtre des Mazades|Centres culturels Toulouse / Secutix (centresculturels.toulouse.fr)|Droits réservés — usage éditorial source lieu
E608|||https://s3.eu-west-3.amazonaws.com/content-tmcsi-prod-secutix-jfrr5x67/images/catalog/product/large/fc9c8f2d-7123-45a5-8316-e2c59b77d9ba.jpg|DÉCHARGE. — Centre culturel Renan|Centres culturels Toulouse / Secutix (centresculturels.toulouse.fr)|Droits réservés — usage éditorial source lieu
