event_id|programme_id|artiste_id|image_url|alt|credit|licence
E311|||https://theatre-cite.com/assets/uploads/2026/06/TC-26-27_ECRANS_mac-2048x1280.jpg|Journées Européennes du Patrimoine — Théâtre de la Cité|Théâtre de la Cité CDN (theatre-cite.com)|Droits réservés — usage éditorial source lieu
E016|||https://www.lesabattoirs.org/wp-content/uploads/2026/08/agenda-jep2026-1000x0-c-default.jpg|Journées européennes du patrimoine — Les Abattoirs|Les Abattoirs (lesabattoirs.org)|Droits réservés — usage éditorial source lieu
E184|||https://www.leventdessignes.fr/wp-content/uploads/2026/08/VDS-ouverture-vignette-insta-1.jpg|Présentation Saison 26/27 — Le Vent des Signes|Théâtre le Vent des Signes (leventdessignes.fr)|Droits réservés — usage éditorial source lieu
E637|||https://www.brasseur-toulousain.fr/wp-content/uploads/2024/03/PHOTO_GUINGUETTE_2-1024x941.jpeg|Guinguette du BBT — Cornebarrieu|Brasseur Toulousain (brasseur-toulousain.fr)|Droits réservés — usage éditorial source lieu
E023|||https://cdn.sanity.io/images/rf3cqo3h/production/1270acc7c6e8b1c72960cfef0c1b4c2c1a971634-1320x900.png|Petit Bikini — Quiz ciné — Le Petit Bikini|Le Bikini / Sanity CDN (lebikini.com)|Droits réservés — usage éditorial source lieu
E024|||https://cdn.sanity.io/images/rf3cqo3h/production/8a0435aabdca4d46e533fa123f789d3f45c54219-1320x900.png|Petit Bikini — Apéro 70's — Le Petit Bikini|Le Bikini / Sanity CDN (lebikini.com)|Droits réservés — usage éditorial source lieu
E019|||https://images.xceed.me/events/banners/bakermat-x-poney-club-2026-toulouse-xceed-square-99fb.png|Poney Club — Bakermat|Poney Club / Xceed (images.xceed.me)|Droits réservés — usage éditorial source lieu
E025|||https://cdn.sanity.io/images/rf3cqo3h/production/9e4279de9e6a40c7c7ee5ed2580cebfa3bb45b0d-1320x900.png|Petit Bikini — Apéro 90's — Le Petit Bikini|Le Bikini / Sanity CDN (lebikini.com)|Droits réservés — usage éditorial source lieu
E020|||https://images.xceed.me/events/banners/lost-frequencies-x-poney-club-2026-toulouse-xceed-square-a9e2.png|Poney Club — Lost Frequencies|Poney Club / Xceed (images.xceed.me)|Droits réservés — usage éditorial source lieu
E022|||https://cdn.sanity.io/images/rf3cqo3h/production/fa3c9afdd1d9bf7fb34f16f32fe3323802d4cb5e-1320x900.png|After Officiel RAMPAGE — Le Bikini|Le Bikini / Sanity CDN (lebikini.com)|Droits réservés — usage éditorial source lieu
